Bigram,Frequency
"('stand', 'grave')",2
"('say', 'apologize')",2
"('happened', 'want')",2
"('done', 'cant')",2
"('thats', 'nothing')",2
"('things', 'ive')",2
"('life', 'father')",2
"('father', 'find')",2
"('father', 'father')",2
"('mistake', 'made')",2
"('wrong', 'forgive')",2
"('something', 'would')",2
"('form', 'fashion')",2
"('incident', 'happened')",2
"('happen', 'say')",2
"('ever', 'done')",2
"('show', 'remorse')",2
"('remorse', 'something')",2
"('nothing', 'fake')",2
"('peace', 'please')",2
"('call', 'ros')",2
"('weis', 'family')",2
"('bottom', 'heart')",2
"('know', 'go')",2
"('jones', 'family')",2
"('family', 'true')",2
"('sorry', 'wanted')",2
"('power', 'god')",2
"('find', 'words')",2
"('words', 'express')",2
"('ah', 'ah')",2
"('think', 'say')",2
"('help', 'hope')",2
"('someone', 'hope')",2
"('life', 'give')",2
"('tell', 'friends')",2
"('love', 'well')",2
"('done', 'nothing')",2
"('better', 'family')",2
"('best', 'brothers')",2
"('ive', 'never')",2
"('times', 'people')",2
"('got', 'wake')",2
"('wake', 'stop')",2
"('innocent', 'children')",2
"('lot', 'ways')",2
"('ever', 'going')",2
"('gene', 'hawthorn')",2
"('oneeyed', 'hunting')",2
"('hunting', 'dog')",2
"('dog', 'fact')",2
"('hoping', 'somebody')",2
"('booger', 'bear')",2
"('forget', 'ill')",2
"('get', 'touch')",2
"('mighty', 'god')",2
"('three', 'persons')",2
"('persons', 'blessed')",2
"('blessed', 'trinity')",2
"('mercy', 'jesus')",2
"('thats', 'would')",2
"('pain', 'misery')",2
"('like', 'see')",2
"('help', 'someone')",2
"('lord', 'done')",2
"('know', 'crime')",2
"('let', 'light')",2
"('light', 'shine')",2
"('shine', 'let')",2
"('sister', 'want')",2
"('help', 'want')",2
"('good', 'see')",2
"('get', 'know')",2
"('well', 'good')",2
"('sister', 'niece')",2
"('blood', 'type')",2
"('deepest', 'part')",2
"('heart', 'send')",2
"('want', 'go')",2
"('forgiveness', 'pain')",2
"('returns', 'love')",2
"('affording', 'opportunity')",2
"('heart', 'im')",2
"('know', 'part')",2
"('evil', 'man')",2
"('worth', 'nothing')",2
"('ready', 'come')",2
"('thank', 'caring')",2
"('supporting', 'thank')",2
"('ok', 'im')",2
"('victims', 'families')",2
"('families', 'sorry')",2
"('say', '–')",2
"('everybody', 'good')",2
"('love', 'compassion')",2
"('people', 'work')",2
"('appreciate', 'done')",2
"('years', 'hope')",2
"('hope', 'accept')",2
"('sins', 'thank')",2
"('magee', 'family')",2
"('family', 'cadena')",2
"('good', 'life')",2
"('death', 'gives')",2
"('look', 'back')",2
"('strong', 'years')",2
"('youre', 'today')",2
"('gods', 'forgiveness')",2
"('past', 'years')",2
"('lord', 'praise')",2
"('–', 'hope')",2
"('ago', '–')",2
"('holy', 'spirit')",2
"('act', 'revenge')",2
"('treated', 'well')",2
"('pinkerton', 'said')",2
"('call', 'coldblooded')",2
"('never', 'hollered')",2
"('unto', 'thy')",2
"('yes', 'doi')",2
"('anyone', 'offended')",2
"('offended', 'way')",2
"('la', 'ilah')",2
"('ilah', 'illa')",2
"('illa', 'allahasdadu')",2
"('allahasdadu', 'anna')",2
"('anna', 'muhammadan')",2
"('muhammadan', 'rasul')",2
"('allahi', 'bear')",2
"('maam', 'first')",1
"('caused', 'edwards')",1
"('edwards', 'family')",1
"('regret', 'apologize')",1
"('apologize', 'pray')",1
"('heart', 'wrong')",1
"('caused', 'anybody')",1
"('anybody', 'else')",1
"('else', 'ive')",1
"('pain', 'want')",1
"('apologize', 'take')",1
"('responsibility', 'regret')",1
"('regret', 'hope')",1
"('find', 'closer')",1
"('closer', 'also')",1
"('also', 'would')",1
"('ones', 'thank')",1
"('love', 'comfort')",1
"('comfort', 'yall')",1
"('yall', 'shown')",1
"('shown', 'pray')",1
"('pray', 'administration')",1
"('guards', 'pray')",1
"('pray', 'brothers')",1
"('sisters', 'behind')",1
"('behind', 'walls')",1
"('walls', 'yall')",1
"('yall', 'continue')",1
"('continue', 'help')",1
"('help', 'lift')",1
"('lift', 'love')",1
"('pray', 'field')",1
"('ministers', 'life')",1
"('life', 'coaches')",1
"('coaches', 'thank')",1
"('thank', 'many')",1
"('things', 'father')",1
"('peace', 'earth')",1
"('earth', 'yall')",1
"('keep', 'coming')",1
"('coming', 'together')",1
"('together', 'im')",1
"('caused', 'anyone')",1
"('anyone', 'ask')",1
"('ask', 'please')",1
"('heart', 'would')",1
"('sing', 'song')",1
"('song', 'sings')",1
"('sings', 'trust')",1
"('ones', 'keep')",1
"('keep', 'yalls')",1
"('yalls', 'heads')",1
"('heads', 'stray')",1
"('stray', 'strong')",1
"('strong', 'brothers')",1
"('sisters', 'incarcerated')",1
"('incarcerated', 'yall')",1
"('keep', 'pushing')",1
"('pushing', 'forward')",1
"('keep', 'loving')",1
"('loving', 'one')",1
"('another', 'administration')",1
"('guards', 'thank')",1
"('thank', 'treating')",1
"('treating', 'us')",1
"('us', 'like')",1
"('like', 'human')",1
"('beings', 'thank')",1
"('pray', 'thats')",1
"('everyone', 'friends')",1
"('friends', 'pat')",1
"('pat', 'pen')",1
"('pals', 'people')",1
"('people', 'corner')",1
"('corner', 'inside')",1
"('inside', 'outside')",1
"('outside', 'even')",1
"('even', 'death')",1
"('row', 'accepted')",1
"('accepted', 'man')",1
"('man', 'became')",1
"('became', 'best')",1
"('best', 'worst')",1
"('worst', 'moments')",1
"('moments', 'want')",1
"('ministers', 'warden')",1
"('warden', 'correctional')",1
"('correctional', 'staff')",1
"('staff', 'changes')",1
"('changes', 'made')",1
"('made', 'across')",1
"('across', 'system')",1
"('system', 'even')",1
"('even', 'men')",1
"('show', 'possible')",1
"('possible', 'rehabilitated')",1
"('rehabilitated', 'deemed')",1
"('deemed', 'threat')",1
"('threat', 'men')",1
"('men', 'came')",1
"('came', 'system')",1
"('system', 'changed')",1
"('changed', 'took')",1
"('took', 'legal')",1
"('legal', 'steps')",1
"('steps', 'expedite')",1
"('expedite', 'include')",1
"('include', 'assisted')",1
"('assisted', 'suicide')",1
"('dont', 'regret')",1
"('decision', 'legally')",1
"('legally', 'expedite')",1
"('expedite', 'process')",1
"('process', 'regret')",1
"('decision', 'take')",1
"('son', 'apologize')",1
"('apologize', 'mother')",1
"('mother', 'son')",1
"('son', 'victims')",1
"('towards', 'court')",1
"('court', 'judicial')",1
"('system', 'prosecution')",1
"('prosecution', 'execution')",1
"('execution', 'protocol')",1
"('protocol', 'morality')",1
"('morality', 'execution')",1
"('execution', 'god')",1
"('god', 'decision')",1
"('decision', 'put')",1
"('say', 'thank')",1
"('support', 'pray')",1
"('pray', 'know')",1
"('know', 'thank')",1
"('support', 'prayers')",1
"('prayers', 'full')",1
"('full', 'circle')",1
"('circle', 'guys')",1
"('guys', 'polunsky')",1
"('unit', 'love')",1
"('guys', 'bird')",1
"('bird', 'bird')",1
"('bird', 'going')",1
"('home', 'people')",1
"('pain', 'wish')",1
"('wish', 'didnt')",1
"('didnt', 'moment')",1
"('better', 'anyone')",1
"('anyone', 'hope')",1
"('yall', 'warden')",1
"('good', 'yes')",1
"('maam', 'townsend')",1
"('townsend', 'family')",1
"('cant', 'articulate')",1
"('articulate', 'cant')",1
"('cant', 'put')",1
"('words', 'pain')",1
"('yall', 'hurt')",1
"('hurt', 'took')",1
"('took', 'away')",1
"('away', 'give')",1
"('hope', 'apology')",1
"('apology', 'enough')",1
"('enough', 'lived')",1
"('lived', 'rest')",1
"('guys', 'best')",1
"('best', 'ability')",1
"('ability', 'restitution')",1
"('restitution', 'restoration')",1
"('restoration', 'taking')",1
"('responsibility', 'never')",1
"('praying', 'never')",1
"('praying', 'would')",1
"('would', 'opportunity')",1
"('opportunity', 'apologize')",1
"('apologize', 'owe')",1
"('owe', 'life')",1
"('day', 'forgive')",1
"('sorry', 'patricia')",1
"('patricia', 'im')",1
"('sorry', 'david')",1
"('david', 'im')",1
"('guys', 'lived')",1
"('lived', 'best')",1
"('support', 'every')",1
"('every', 'decision')",1
"('decision', 'made')",1
"('made', 'everything')",1
"('everything', 'said')",1
"('said', 'penal')",1
"('system', 'based')",1
"('based', 'reflect')",1
"('reflect', 'guys')",1
"('guys', 'bridget')",1
"('bridget', 'lived')",1
"('lived', 'life')",1
"('yall', 'administration')",1
"('administration', 'warden')",1
"('warden', 'dickerson')",1
"('dickerson', 'hazelwood')",1
"('thank', 'courageous')",1
"('courageous', 'making')",1
"('making', 'decisions')",1
"('decisions', 'make')",1
"('make', 'penal')",1
"('system', 'better')",1
"('better', 'guys')",1
"('guys', 'also')",1
"('also', 'goal')",1
"('goal', 'ive')",1
"('ive', 'better')",1
"('better', 'giving')",1
"('giving', 'responsibility')",1
"('responsibility', 'opportunity')",1
"('opportunity', 'become')",1
"('become', 'responsible')",1
"('responsible', 'learn')",1
"('learn', 'accountability')",1
"('accountability', 'make')",1
"('make', 'good')",1
"('good', 'continue')",1
"('fight', 'fight')",1
"('fight', 'especially')",1
"('especially', 'faith')",1
"('bless', 'warden')",1
"('ready', 'id')",1
"('address', 'kitchens')",1
"('mosqueda', 'families')",1
"('families', 'want')",1
"('killed', 'james')",1
"('amy', 'knew')",1
"('knew', 'wouldve')",1
"('wouldve', 'first')",1
"('first', 'know')",1
"('know', 'information')",1
"('information', 'wouldve')",1
"('wouldve', 'wouldve')",1
"('wouldve', 'helped')",1
"('helped', 'bring')",1
"('bring', 'justice')",1
"('justice', 'james')",1
"('amy', 'wouldve')",1
"('wouldve', 'shared')",1
"('shared', 'want')",1
"('think', 'situation')",1
"('situation', 'bring')",1
"('closure', 'takes')",1
"('takes', 'anyreservations')",1
"('anyreservations', 'mind')",1
"('mind', 'going')",1
"('help', 'guys')",1
"('want', 'knowfrom')",1
"('knowfrom', 'never')",1
"('never', 'occurred')",1
"('occurred', 'want')",1
"('kill', 'james')",1
"('amy', 'okay')",1
"('okay', 'addressed')",1
"('addressed', 'would')",1
"('address', 'thank')",1
"('thank', 'attorney')",1
"('attorney', 'gene')",1
"('gene', 'bund')",1
"('bund', 'id')",1
"('mom', 'sylvia')",1
"('sylvia', 'cantu')",1
"('cantu', 'matt')",1
"('duff', 'michael')",1
"('michael', 'frazier')",1
"('frazier', 'course')",1
"('course', 'sister')",1
"('sister', 'helen')",1
"('helen', 'everyone')",1
"('everyone', 'came')",1
"('came', 'rescue')",1
"('rescue', 'help')",1
"('help', 'including')",1
"('supporters', 'everyone')",1
"('everyone', 'blessed')",1
"('blessed', 'position')",1
"('position', 'honor')",1
"('honor', 'work')",1
"('work', 'would')",1
"('would', 'especially')",1
"('especially', 'like')",1
"('thank', 'matt')",1
"('duff', 'believing')",1
"('believing', 'digging')",1
"('digging', 'deep')",1
"('deep', 'unraveling')",1
"('unraveling', 'case')",1
"('case', 'prove')",1
"('prove', 'world')",1
"('world', 'belong')",1
"('belong', 'gurney')",1
"('gurney', 'keep')",1
"('fight', 'keep')",1
"('keep', 'searching')",1
"('searching', 'needs')",1
"('needs', 'bedone')",1
"('bedone', 'find')",1
"('find', 'answers')",1
"('answers', 'bring')",1
"('closure', 'truth')",1
"('truth', 'kitchens')",1
"('mosqueda', 'family')",1
"('last', 'id')",1
"('like', 'close')",1
"('close', 'telling')",1
"('telling', 'michael')",1
"('michael', 'love')",1
"('always', 'matthew')",1
"('matthew', 'lgfyus')",1
"('lgfyus', 'love')",1
"('forever', 'thats')",1
"('thats', 'thats')",1
"('would', 'warden')",1
"('warden', 'call')",1
"('upon', 'peace')",1
"('peace', 'victims')",1
"('goes', 'think')",1
"('think', 'faithful')",1
"('faithful', 'event')",1
"('event', 'day')",1
"('day', 'transpired')",1
"('transpired', 'pray')",1
"('gives', 'seek')",1
"('seek', 'words')",1
"('describe', 'going')",1
"('going', 'understand')",1
"('family', 'brothers')",1
"('row', 'life')",1
"('life', 'row')",1
"('people', 'shown')",1
"('shown', 'compassion')",1
"('compassion', 'true')",1
"('true', 'family')",1
"('family', 'pleased')",1
"('pleased', 'man')",1
"('man', 'many')",1
"('many', 'faults')",1
"('faults', 'hurt')",1
"('hurt', 'cause')",1
"('pain', 'life')",1
"('life', 'beg')",1
"('forgiveness', 'let')",1
"('sorry', 'wrongs')",1
"('done', 'called')",1
"('called', 'transgressed')",1
"('transgressed', 'want')",1
"('want', 'murdered')",1
"('murdered', 'forgive')",1
"('truly', 'blessed')",1
"('blessed', 'god')",1
"('three', 'four')",1
"('something', 'brought')",1
"('brought', 'courageous')",1
"('courageous', 'men')",1
"('men', 'god')",1
"('god', 'make')",1
"('make', 'something')",1
"('something', 'beautiful')",1
"('beautiful', 'learned')",1
"('learned', 'grace')",1
"('grace', 'learned')",1
"('learned', 'forgiveness')",1
"('forgiveness', 'learned')",1
"('love', 'learned')",1
"('learned', 'look')",1
"('look', 'others')",1
"('matter', 'learned')",1
"('learned', 'redemption')",1
"('redemption', 'forgiveness')",1
"('forgiveness', 'like')",1
"('like', 'abraham')",1
"('abraham', 'lincoln')",1
"('lincoln', 'said')",1
"('said', 'mercy')",1
"('mercy', 'bears')",1
"('bears', 'richer')",1
"('richer', 'fruits')",1
"('fruits', 'attributes')",1
"('attributes', 'pray')",1
"('day', 'message')",1
"('message', 'lord')",1
"('would', 'heard')",1
"('heard', 'world')",1
"('world', 'hurting')",1
"('hurting', 'things')",1
"('could', 'better')",1
"('better', 'dont')",1
"('okay', 'im')",1
"('yall', 'truly')",1
"('truly', 'see')",1
"('yall', 'world')",1
"('world', 'im')",1
"('victim', 'could')",1
"('never', 'figure')",1
"('figure', 'words')",1
"('words', 'fix')",1
"('fix', 'broken')",1
"('broken', 'want')",1
"('know', 'yearold')",1
"('yearold', 'reckless')",1
"('reckless', 'yearold')",1
"('yearold', 'kid')",1
"('kid', 'hope')",1
"('peace', 'thank')",1
"('victim', 'want')",1
"('say', 'sincerely')",1
"('sincerely', 'apologize')",1
"('closure', 'thank')",1
"('thank', 'want')",1
"('want', 'sight')",1
"('sight', 'psalm')",1
"('psalm', 'bless')",1
"('bless', 'lord')",1
"('lord', 'times')",1
"('times', 'praise')",1
"('praise', 'shall')",1
"('shall', 'continually')",1
"('continually', 'mouth')",1
"('mouth', 'soul')",1
"('soul', 'shall')",1
"('shall', 'make')",1
"('make', 'boast')",1
"('boast', 'lord')",1
"('lord', 'humble')",1
"('humble', 'shall')",1
"('shall', 'hear')",1
"('hear', 'glad')",1
"('glad', 'oh')",1
"('oh', 'magnify')",1
"('magnify', 'lord')",1
"('us', 'exalt')",1
"('exalt', 'name')",1
"('name', 'together')",1
"('together', 'sought')",1
"('sought', 'lord')",1
"('lord', 'found')",1
"('found', 'delivered')",1
"('delivered', 'fears')",1
"('fears', 'looked')",1
"('looked', 'radiant')",1
"('radiant', 'faces')",1
"('faces', 'ashamed')",1
"('ashamed', 'poor')",1
"('poor', 'man')",1
"('man', 'cried')",1
"('cried', 'lord')",1
"('lord', 'heard')",1
"('heard', 'delivered')",1
"('delivered', 'troubles')",1
"('troubles', 'angel')",1
"('angel', 'lord')",1
"('lord', 'encamps')",1
"('encamps', 'around')",1
"('around', 'fear')",1
"('fear', 'delivers')",1
"('delivers', 'oh')",1
"('oh', 'taste')",1
"('taste', 'see')",1
"('lord', 'good')",1
"('good', 'blessed')",1
"('blessed', 'man')",1
"('man', 'seeks')",1
"('seeks', 'refuge')",1
"('refuge', 'oh')",1
"('oh', 'fear')",1
"('lord', 'saints')",1
"('saints', 'want')",1
"('want', 'fear')",1
"('fear', 'young')",1
"('young', 'lions')",1
"('lions', 'lack')",1
"('lack', 'suffer')",1
"('suffer', 'hunger')",1
"('hunger', 'seek')",1
"('seek', 'lord')",1
"('lord', 'shall')",1
"('shall', 'lack')",1
"('lack', 'good')",1
"('thing', 'come')",1
"('come', 'children')",1
"('children', 'listen')",1
"('listen', 'teach')",1
"('teach', 'fear')",1
"('man', 'desires')",1
"('desires', 'life')",1
"('life', 'loves')",1
"('loves', 'many')",1
"('days', 'may')",1
"('good', 'keep')",1
"('keep', 'tongue')",1
"('tongue', 'evil')",1
"('evil', 'lips')",1
"('lips', 'speaking')",1
"('speaking', 'deceit')",1
"('deceit', 'depart')",1
"('depart', 'evil')",1
"('evil', 'good')",1
"('good', 'seek')",1
"('seek', 'peace')",1
"('peace', 'pursue')",1
"('pursue', 'eyes')",1
"('eyes', 'lord')",1
"('lord', 'righteous')",1
"('righteous', 'ears')",1
"('ears', 'open')",1
"('open', 'cry')",1
"('cry', 'face')",1
"('face', 'lord')",1
"('lord', 'evil')",1
"('evil', 'cut')",1
"('cut', 'remembrance')",1
"('remembrance', 'earth')",1
"('earth', 'righteous')",1
"('righteous', 'cry')",1
"('cry', 'lord')",1
"('lord', 'hears')",1
"('hears', 'delivers')",1
"('delivers', 'troubles')",1
"('troubles', 'lord')",1
"('lord', 'near')",1
"('near', 'broken')",1
"('broken', 'heart')",1
"('heart', 'saves')",1
"('saves', 'contrite')",1
"('contrite', 'spirit')",1
"('spirit', 'many')",1
"('many', 'afflictions')",1
"('afflictions', 'righteous')",1
"('righteous', 'lord')",1
"('lord', 'delivers')",1
"('delivers', 'guards')",1
"('guards', 'bones')",1
"('bones', 'one')",1
"('one', 'broken')",1
"('broken', 'evil')",1
"('evil', 'shall')",1
"('shall', 'slay')",1
"('slay', 'wicked')",1
"('wicked', 'hate')",1
"('hate', 'righteous')",1
"('righteous', 'shall')",1
"('condemned', 'lord')",1
"('lord', 'redeems')",1
"('redeems', 'soul')",1
"('soul', 'servants')",1
"('servants', 'none')",1
"('none', 'trust')",1
"('trust', 'shall')",1
"('condemned', 'love')",1
"('home', 'ruth')",1
"('ruth', 'win')",1
"('win', 'god')",1
"('warden', 'occurring')",1
"('occurring', 'tonight')",1
"('tonight', 'justice')",1
"('justice', 'murder')",1
"('occurred', 'last')",1
"('proven', 'innocence')",1
"('innocence', 'courts')",1
"('courts', 'courts')",1
"('courts', 'blocked')",1
"('blocked', 'refused')",1
"('refused', 'access')",1
"('access', 'ballistics')",1
"('ballistics', 'years')",1
"('proven', 'facts')",1
"('facts', 'ballistics')",1
"('ballistics', 'false')",1
"('false', 'years')",1
"('years', 'state')",1
"('state', 'refused')",1
"('refused', 'turn')",1
"('turn', 'evidence')",1
"('evidence', 'nine')",1
"('nine', 'ten')",1
"('ten', 'trial')",1
"('trial', 'motions')",1
"('motions', 'filled')",1
"('filled', 'discovery')",1
"('discovery', 'evidence')",1
"('evidence', 'denied')",1
"('denied', 'time')",1
"('time', 'asked')",1
"('asked', 'dna')",1
"('dna', 'denied')",1
"('denied', 'dna')",1
"('dna', 'codefendant')",1
"('codefendant', 'executed')",1
"('executed', 'im')",1
"('innocent', 'killed')",1
"('killed', 'innocent')",1
"('man', 'state')",1
"('state', 'doesnt')",1
"('doesnt', 'want')",1
"('want', 'truth')",1
"('come', 'wont')",1
"('wont', 'allow')",1
"('allow', 'dna')",1
"('dna', 'victims')",1
"('victims', 'son')",1
"('son', 'identified')",1
"('identified', 'audio')",1
"('audio', 'tape')",1
"('tape', 'wasnt')",1
"('wasnt', 'codefendant')",1
"('codefendant', 'state')",1
"('state', 'hid')",1
"('hid', 'evidence')",1
"('evidence', 'long')",1
"('long', 'good')",1
"('good', 'attorneys')",1
"('attorneys', 'couldnt')",1
"('find', 'tonight')",1
"('texas', 'kill')",1
"('kill', 'second')",1
"('second', 'innocent')",1
"('occurred', 'words')",1
"('words', 'vetta')",1
"('vetta', 'jared')",1
"('jared', 'ray')",1
"('ray', 'im')",1
"('sorry', 'apologize')",1
"('apologize', 'harm')",1
"('harm', 'caused')",1
"('family', 'ate')",1
"('ate', 'together')",1
"('together', 'broke')",1
"('broke', 'bread')",1
"('bread', 'together')",1
"('together', 'laughed')",1
"('laughed', 'cried')",1
"('cried', 'together')",1
"('together', 'family')",1
"('sorry', 'failed')",1
"('failed', 'theres')",1
"('saying', 'im')",1
"('im', 'laying')",1
"('laying', 'gurney')",1
"('gurney', 'one')",1
"('one', 'broke')",1
"('broke', 'bond')",1
"('bond', 'right')",1
"('wrong', 'took')",1
"('took', 'one')",1
"('one', 'two')",1
"('loved', 'live')",1
"('live', 'ask')",1
"('home', 'yall')",1
"('sure', 'dont')",1
"('dont', 'suffer')",1
"('suffer', 'forgive')",1
"('forgive', 'heal')",1
"('heal', 'move')",1
"('sorry', 'jt')",1
"('jt', 'always')",1
"('loved', 'told')",1
"('told', 'never')",1
"('goodbye', 'goodbye')",1
"('bring', 'mom')",1
"('mom', 'sister')",1
"('sister', 'back')",1
"('back', 'one')",1
"('thing', 'man')",1
"('man', 'used')",1
"('used', 'never')",1
"('side', 'god')",1
"('maam', 'want')",1
"('yall', 'supporting')",1
"('supporting', 'want')",1
"('wrong', 'yall')",1
"('ready', 'maam')",1
"('maam', 'would')",1
"('apologize', 'nix')",1
"('nix', 'family')",1
"('family', 'taking')",1
"('taking', 'mark')",1
"('mark', 'away')",1
"('away', 'hope')",1
"('closure', 'want')",1
"('friends', 'around')",1
"('world', 'thank')",1
"('supporting', 'kids')",1
"('kids', 'stand')",1
"('stand', 'tall')",1
"('tall', 'continue')",1
"('continue', 'make')",1
"('make', 'proud')",1
"('proud', 'dont')",1
"('ready', 'fly')",1
"('fly', 'alright')",1
"('ready', 'ride')",1
"('ride', 'last')",1
"('statement', 'given')",1
"('given', 'want')",1
"('moment', 'shared')",1
"('shared', 'everyone')",1
"('everyone', 'give')",1
"('give', 'god')",1
"('peace', 'wisdom')",1
"('wisdom', 'kindness')",1
"('kindness', 'respect')",1
"('respect', 'god')",1
"('truth', 'truth')",1
"('truth', 'way')",1
"('way', 'life')",1
"('want', 'sad')",1
"('sad', 'moment')",1
"('moment', 'friends')",1
"('ones', 'god')",1
"('god', 'gave')",1
"('gave', 'blood')",1
"('blood', 'died')",1
"('died', 'days')",1
"('days', 'glory')",1
"('glory', 'grace')",1
"('grace', 'us')",1
"('us', 'serve')",1
"('serve', 'eternity')",1
"('eternity', 'want')",1
"('ministers', 'good')",1
"('good', 'job')",1
"('job', 'changing')",1
"('changing', 'people')",1
"('people', 'teaching')",1
"('teaching', 'word')",1
"('word', 'god')",1
"('god', 'different')",1
"('different', 'place')",1
"('thank', 'minister')",1
"('minister', 'brothers')",1
"('ministers', 'helped')",1
"('heart', 'jesus')",1
"('jennifer', 'ashley')",1
"('ashley', 'fabio')",1
"('fabio', 'thank')",1
"('everything', 'thank')",1
"('brother', 'im')",1
"('heart', 'make')",1
"('make', 'eternity')",1
"('eternity', 'jesus')",1
"('glory', 'everything')",1
"('thank', 'pause')",1
"('pause', 'dont')",1
"('want', 'leave')",1
"('leave', 'baby')",1
"('baby', 'see')",1
"('get', 'love')",1
"('thank', 'brothers')",1
"('brothers', 'back')",1
"('back', 'unit')",1
"('unit', 'encouragement')",1
"('encouragement', 'help')",1
"('help', 'get')",1
"('right', 'sunny')",1
"('sunny', 'blue')",1
"('blue', 'love')",1
"('brothers', 'see')",1
"('side', 'want')",1
"('family', 'pablo')",1
"('pablo', 'castro')",1
"('castro', 'appreciate')",1
"('yall', 'try')",1
"('try', 'communicate')",1
"('communicate', 'victims')",1
"('victims', 'advocacy')",1
"('advocacy', 'program')",1
"('program', 'tried')",1
"('tried', 'reply')",1
"('reply', 'back')",1
"('back', 'nothing')",1
"('nothing', 'could')",1
"('could', 'said')",1
"('said', 'done')",1
"('would', 'helped')",1
"('helped', 'regret')",1
"('regret', 'remorse')",1
"('remorse', 'heinous')",1
"('heinous', 'act')",1
"('act', 'hope')",1
"('finds', 'comfort')",1
"('comfort', 'helps')",1
"('helps', 'glad')",1
"('glad', 'hope')",1
"('hope', 'shape')",1
"('shape', 'form')",1
"('form', 'helps')",1
"('helps', 'find')",1
"('closure', 'wife')",1
"('wife', 'friends')",1
"('friends', 'son')",1
"('son', 'grasshopper')",1
"('grasshopper', 'dana')",1
"('dana', 'homies')",1
"('homies', 'love')",1
"('know', 'fought')",1
"('go', 'ready')",1
"('savior', 'would')",1
"('life', 'aided')",1
"('aided', 'journey')",1
"('journey', 'would')",1
"('thank', 'texas')",1
"('texas', 'department')",1
"('department', 'criminal')",1
"('criminal', 'justice')",1
"('justice', 'inmate')",1
"('inmate', 'field')",1
"('field', 'minister')",1
"('minister', 'program')",1
"('program', 'true')",1
"('true', 'foster')",1
"('foster', 'garcia')",1
"('garcia', 'aiding')",1
"('aiding', 'journey')",1
"('journey', 'ms')",1
"('ms', 'walkers')",1
"('walkers', 'family')",1
"('ok', 'start')",1
"('start', 'would')",1
"('everyone', 'stayed')",1
"('stayed', 'karen')",1
"('karen', 'linda')",1
"('linda', 'barry')",1
"('barry', 'danny')",1
"('danny', 'barbara')",1
"('barbara', 'god')",1
"('one', 'message')",1
"('message', 'irby')",1
"('family', 'shootout')",1
"('shootout', 'occurred')",1
"('occurred', 'june')",1
"('june', 'one')",1
"('one', 'week')",1
"('week', 'later')",1
"('later', 'police')",1
"('officer', 'day')",1
"('day', 'named')",1
"('named', 'michael')",1
"('michael', 'garret')",1
"('garret', 'showed')",1
"('showed', 'cell')",1
"('cell', 'wearing')",1
"('wearing', 'civilian')",1
"('civilian', 'clothes')",1
"('clothes', 'thought')",1
"('thought', 'chaplain')",1
"('chaplain', 'came')",1
"('came', 'back')",1
"('back', 'super')",1
"('super', 'seg')",1
"('seg', 'guys')",1
"('guys', 'began')",1
"('began', 'ridicule')",1
"('ridicule', 'officer')",1
"('officer', 'brought')",1
"('brought', 'small')",1
"('bible', 'said')",1
"('said', 'boy')",1
"('know', 'hit')",1
"('hit', 'brick')",1
"('brick', 'wall')",1
"('wall', 'deputy')",1
"('deputy', 'sherriff')",1
"('sherriff', 'asked')",1
"('asked', 'ever')",1
"('ever', 'church')",1
"('church', 'heard')",1
"('heard', 'jesus')",1
"('christ', 'said')",1
"('said', 'yes')",1
"('yes', 'gave')",1
"('gave', 'small')",1
"('bible', 'call')",1
"('call', 'gideon')",1
"('gideon', 'bible')",1
"('bible', 'read')",1
"('read', 'romans')",1
"('romans', 'deputy')",1
"('said', 'get')",1
"('god', 'deputys')",1
"('deputys', 'buddies')",1
"('buddies', 'five')",1
"('five', 'six')",1
"('six', 'guys')",1
"('guys', 'standing')",1
"('standing', 'hallway')",1
"('hallway', 'making')",1
"('making', 'fun')",1
"('fun', 'deputy')",1
"('said', 'dont')",1
"('dont', 'listen')",1
"('listen', 'listen')",1
"('listen', 'voice')",1
"('voice', 'july')",1
"('july', 'wanted')",1
"('wanted', 'irby')",1
"('thing', 'remorse')",1
"('remorse', 'ms')",1
"('ms', 'irby')",1
"('irby', 'little')",1
"('little', 'one')",1
"('one', 'year')",1
"('year', 'old')",1
"('old', 'girl')",1
"('girl', 'cant')",1
"('remember', 'name')",1
"('name', 'cody')",1
"('cody', 'three')",1
"('three', 'one')",1
"('one', 'took')",1
"('took', 'fathers')",1
"('fathers', 'life')",1
"('life', 'away')",1
"('away', 'pray')",1
"('god', 'get')",1
"('closure', 'killing')",1
"('killing', 'father')",1
"('father', 'ms')",1
"('ms', 'irbys')",1
"('irbys', 'husband')",1
"('heaven', 'day')",1
"('day', 'show')",1
"('show', 'give')",1
"('give', 'big')",1
"('big', 'hug')",1
"('hug', 'friends')",1
"('friends', 'stuck')",1
"('stuck', 'years')",1
"('say', 'good')",1
"('good', 'bye')",1
"('bye', 'saying')",1
"('saying', 'long')",1
"('long', 'ready')",1
"('yes', 'lay')",1
"('lay', 'sleep')",1
"('sleep', 'die')",1
"('die', 'justice')",1
"('justice', 'lord')",1
"('lord', 'soul')",1
"('soul', 'take')",1
"('take', 'ill')",1
"('jesus', 'wake')",1
"('wake', 'truly')",1
"('truly', 'regret')",1
"('regret', 'killing')",1
"('killing', 'family')",1
"('family', 'thankful')",1
"('thankful', 'thoughts')",1
"('thoughts', 'prayers')",1
"('prayers', 'family')",1
"('days', 'love')",1
