Bigram,Frequency
"('magnum', 'turned')",1
"('turned', 'retrieve')",1
"('retrieve', 'bottle')",1
"('bottle', 'liquor')",1
"('liquor', 'requested')",1
"('requested', 'jones')",1
"('jones', 'jones')",1
"('jones', 'fled')",1
"('cash', 'taken')",1
"('taken', 'register')",1
"('register', 'joined')",1
"('joined', 'least')",1
"('accomplice', 'vehicle')",1
"('vehicle', 'parked')",1
"('parked', 'outside')",1
"('store', 'jones')",1
"('fort', 'myers')",1
"('myers', 'florida')",1
"('florida', 'dec')",1
"('dec', 'charged')",1
"('charged', 'bank')",1
"('robbery', 'robbery')",1
"('robbery', 'jones')",1
"('jones', 'also')",1
"('suspect', 'bank')",1
"('robbery', 'humble')",1
"('humble', 'tx')",1
"('tx', 'cases')",1
"('pending', 'kerry')",1
"('kerry', 'daniel')",1
"('daniel', 'dixon')",1
"('dixon', 'jr')",1
"('codefendants', 'timothy')",1
"('timothy', 'mark')",1
"('mark', 'jordan')",1
"('jordan', 'convicted')",1
"('november', 'officer')",1
"('officer', 'walker')",1
"('walker', 'shot')",1
"('shot', 'police')",1
"('officer', 'gerald')",1
"('gerald', 'walker')",1
"('walker', 'stopping')",1
"('stopping', 'hittles')",1
"('hittles', 'vehicle')",1
"('vehicle', 'near')",1
"('near', 'chest')",1
"('chest', 'gauge')",1
"('shotgun', 'drive')",1
"('drive', 'hittle')",1
"('hittle', 'vehicle')",1
"('vehicle', 'intersection')",1
"('intersection', 'saturn')",1
"('saturn', 'road')",1
"('road', 'lexington')",1
"('lexington', 'police')",1
"('police', 'run')",1
"('run', 'road')",1
"('road', 'hittle')",1
"('hittle', 'fired')",1
"('fired', 'later')",1
"('later', 'pursued')",1
"('pursued', 'falling')",1
"('falling', 'ground')",1
"('ground', 'hands')",1
"('hands', 'least')",1
"('shots', 'officers')",1
"('officers', 'show')",1
"('hands', 'hittle')",1
"('hittle', 'twice')",1
"('twice', 'beneath')",1
"('beneath', 'refusing')",1
"('refusing', 'orders')",1
"('orders', 'hittle')",1
"('hittle', 'complied')",1
"('complied', 'police')",1
"('police', 'orders')",1
"('orders', 'police')",1
"('arrested', 'codefendants')",1
"('none', 'victims')",1
"('race', 'dob')",1
"('dob', 'ight')",1
"('ight', 'prior')",1
"('prior', 'wjs')",1
"('wjs', 'engaged')",1
"('engaged', 'convicted')",1
"('yearold', 'april')",1
"('april', 'marie')",1
"('marie', 'wilson')",1
"('wilson', 'merkel')",1
"('merkel', 'wilson')",1
"('wilson', 'spending')",1
"('spending', 'night')",1
"('night', 'residence')",1
"('residence', 'miller')",1
"('miller', 'shared')",1
"('shared', 'another')",1
"('man', 'female')",1
"('female', 'coworker')",1
"('coworker', 'wilsons')",1
"('wilsons', 'mother')",1
"('mother', 'miller')",1
"('miller', 'told')",1
"('residence', 'south')",1
"('south', 'st')",1
"('st', 'found')",1
"('found', 'wilson')",1
"('wilson', 'sleeping')",1
"('sleeping', 'couch')",1
"('couch', 'awoke')",1
"('awoke', 'child')",1
"('child', 'convinced')",1
"('convinced', 'go')",1
"('go', 'ride')",1
"('ride', 'drove')",1
"('area', 'jones')",1
"('jones', 'county')",1
"('county', 'raped')",1
"('raped', 'choked')",1
"('choked', 'bludgeoned')",1
"('two', 'hunters')",1
"('hunters', 'day')",1
"('day', 'miller')",1
"('miller', 'confessed')",1
"('confessed', 'murder')",1
"('police', 'questioned')",1
"('questioned', 'convicted')",1
"('yearold', 'carenthia')",1
"('carenthia', 'marie')",1
"('marie', 'bailey')",1
"('bailey', 'pageland')",1
"('pageland', 'bailey')",1
"('bailey', 'disappeared')",1
"('disappeared', 'attending')",1
"('attending', 'middle')",1
"('middle', 'school')",1
"('school', 'basketball')",1
"('basketball', 'game')",1
"('game', 'last')",1
"('seen', 'leaving')",1
"('leaving', 'school')",1
"('school', 'chambers')",1
"('chambers', 'police')",1
"('body', 'west')",1
"('street', 'sexually')",1
"('strangled', 'chambers')",1
"('chambers', 'initially')",1
"('initially', 'called')",1
"('said', 'responsible')",1
"('responsible', 'baileys')",1
"('baileys', 'disappearance')",1
"('disappearance', 'later')",1
"('later', 'denied')",1
"('denied', 'involvement')",1
"('involvement', 'gave')",1
"('gave', 'verbal')",1
"('verbal', 'confession')",1
"('confession', 'baileys')",1
"('baileys', 'body')",1
"('convicted', 'shotgun')",1
"('yearold', 'dennis')",1
"('dennis', 'l')",1
"('l', 'price')",1
"('price', 'burglary')",1
"('burglary', 'victims')",1
"('home', 'indian')",1
"('indian', 'creek')",1
"('creek', 'addition')",1
"('addition', 'west')",1
"('tyler', 'price')",1
"('price', 'shot')",1
"('chest', 'confronted')",1
"('confronted', 'lawton')",1
"('lawton', 'two')",1
"('accomplices', 'outside')",1
"('home', 'died')",1
"('died', 'tyler')",1
"('tyler', 'hospital')",1
"('hospital', 'minutes')",1
"('minutes', 'arrival')",1
"('arrival', 'lawton')",1
"('lawton', 'accomplices')",1
"('fled', 'two')",1
"('two', 'stolen')",1
"('stolen', 'pickups')",1
"('pickups', 'later')",1
"('abandoned', 'stole')",1
"('stole', 'third')",1
"('third', 'pickup')",1
"('pickup', 'apprehended')",1
"('apprehended', 'following')",1
"('chase', 'convicted')",1
"('murder', 'kidnapping')",1
"('kidnapping', 'sexually')",1
"('assaulting', 'murdering')",1
"('murdering', 'year')",1
"('female', 'flores')",1
"('flores', 'kidnapped')",1
"('victim', 'video')",1
"('store', 'took')",1
"('took', 'remote')",1
"('assaulted', 'flores')",1
"('flores', 'drove')",1
"('drove', 'victim')",1
"('back', 'town')",1
"('town', 'car')",1
"('car', 'eventually')",1
"('eventually', 'stabbing')",1
"('death', 'flores')",1
"('flores', 'left')",1
"('left', 'victim')",1
"('march', 'murderforhire')",1
"('yearold', 'caren')",1
"('caren', 'koslow')",1
"('koslow', 'fort')",1
"('worth', 'koslow')",1
"('koslow', 'husband')",1
"('husband', 'jack')",1
"('jack', 'asleep')",1
"('residence', 'clarke')",1
"('clarke', 'avenue')",1
"('avenue', 'dillingham')",1
"('dillingham', 'codefendant')",1
"('codefendant', 'brian')",1
"('salter', 'entered')",1
"('entered', 'rear')",1
"('rear', 'entrance')",1
"('entrance', 'disarmed')",1
"('disarmed', 'alarm')",1
"('alarm', 'system')",1
"('system', 'code')",1
"('code', 'provided')",1
"('provided', 'kristi')",1
"('koslow', 'couples')",1
"('couples', 'daughter')",1
"('two', 'intruders')",1
"('intruders', 'forced')",1
"('couple', 'lie')",1
"('floor', 'beat')",1
"('beat', 'steel')",1
"('steel', 'bar')",1
"('bar', 'slashed')",1
"('slashed', 'throats')",1
"('throats', 'two')",1
"('two', 'stole')",1
"('stole', 'mr')",1
"('mr', 'koslows')",1
"('koslows', 'wallet')",1
"('wallet', 'cash')",1
"('cash', 'wristwatch')",1
"('wristwatch', 'worth')",1
"('worth', 'mrs')",1
"('mrs', 'koslow')",1
"('koslow', 'died')",1
"('scene', 'mr')",1
"('mr', 'koslow')",1
"('koslow', 'survived')",1
"('survived', 'alert')",1
"('alert', 'police')",1
"('police', 'statements')",1
"('statements', 'revealed')",1
"('revealed', 'couple')",1
"('couple', 'attacked')",1
"('attacked', 'return')",1
"('return', 'million')",1
"('million', 'promised')",1
"('promised', 'kristi')",1
"('koslow', 'capital')",1
"('murder', 'cases')",1
"('pending', 'brian')",1
"('salter', 'kristi')",1
"('koslow', 'convicted')",1
"('yearold', 'stepdaughter')",1
"('stepdaughter', 'stephanie')",1
"('stephanie', 'rae')",1
"('rae', 'flanary')",1
"('flanary', 'stephanie')",1
"('stephanie', 'sexually')",1
"('assaulted', 'mcginn')",1
"('mcginn', 'beaten')",1
"('blunt', 'side')",1
"('side', 'axe')",1
"('axe', 'died')",1
"('injuries', 'fractured')",1
"('skull', 'battered')",1
"('battered', 'body')",1
"('found', 'three')",1
"('later', 'culvert')",1
"('culvert', 'along')",1
"('along', 'fm')",1
"('fm', 'brown')",1
"('brown', 'county')",1
"('stabbing', 'beating')",1
"('deaths', 'father')",1
"('father', 'henry')",1
"('henry', 'mother')",1
"('mother', 'gwendolyn')",1
"('gwendolyn', 'sister')",1
"('sister', 'kimberly')",1
"('kimberly', 'dallas')",1
"('chest', 'beaten')",1
"('hammer', 'another')",1
"('another', 'unknown')",1
"('unknown', 'blunt')",1
"('instrument', 'bodies')",1
"('bodies', 'carried')",1
"('carried', 'home')",1
"('home', 'oakmore')",1
"('oakmore', 'dr')",1
"('dr', 'placed')",1
"('inside', 'family')",1
"('family', 'motorhome')",1
"('motorhome', 'parked')",1
"('driveway', 'bodies')",1
"('bodies', 'discovered')",1
"('discovered', 'caldwells')",1
"('caldwells', 'brother')",1
"('brother', 'found')",1
"('found', 'one')",1
"('one', 'inside')",1
"('home', 'noticed')",1
"('noticed', 'foul')",1
"('foul', 'odor')",1
"('odor', 'coming')",1
"('coming', 'motorhome')",1
"('motorhome', 'caldwell')",1
"('caldwell', 'drove')",1
"('drove', 'residence')",1
"('residence', 'mothers')",1
"('mothers', 'car')",1
"('following', 'murders')",1
"('police', 'tdc')",1
"('tdc', 'criminal')",1
"('criminal', 'history')",1
"('history', 'indicates')",1
"('indicates', 'gibbs')",1
"('gibbs', 'convicted')",1
"('july', 'slayings')",1
"('slayings', 'marietta')",1
"('marietta', 'bryant')",1
"('bryant', 'carol')",1
"('carol', 'ackland')",1
"('ackland', 'gibbs')",1
"('reportedly', 'burglarized')",1
"('apartment', 'cut')",1
"('throats', 'butcher')",1
"('knife', 'gibbs')",1
"('reportedly', 'worked')",1
"('man', 'victims')",1
"('home', 'friend')",1
"('friend', 'cleveland')",1
"('cleveland', 'tx')",1
"('tx', 'month')",1
"('month', 'killings')",1
"('killings', 'convicted')",1
"('yearold', 'tammy')",1
"('tammy', 'livingston')",1
"('livingston', 'hurst')",1
"('hurst', 'livingston')",1
"('livingston', 'reported')",1
"('missing', 'day')",1
"('murder', 'body')",1
"('body', 'killer')",1
"('killer', 'attempted')",1
"('fire', 'stabbing')",1
"('stabbing', 'found')",1
"('residence', 'randal')",1
"('randal', 'mill')",1
"('mill', 'rd')",1
"('rd', 'fort')",1
"('worth', 'jones')",1
"('murder', 'attempted')",1
"('attempted', 'cash')",1
"('cash', 'personal')",1
"('personal', 'check')",1
"('check', 'stolen')",1
"('stolen', 'livingston')",1
"('livingston', 'convicted')",1
"('march', 'robberyslaying')",1
"('robberyslaying', 'mary')",1
"('mary', 'francis')",1
"('francis', 'davis')",1
"('davis', 'clerk')",1
"('clerk', 'lone')",1
"('lone', 'star')",1
"('star', 'ice')",1
"('ice', 'food')",1
"('antonio', 'davis')",1
"('davis', 'shot')",1
"('twice', 'gave')",1
"('gave', 'satterwhite')",1
"('satterwhite', 'female')",1
"('female', 'accomplice')",1
"('accomplice', 'undetermined')",1
"('register', 'store')",1
"('store', 'vault')",1
"('vault', 'gunpoint')",1
"('gunpoint', 'two')",1
"('two', 'robbers')",1
"('robbers', 'arrested')",1
"('car', 'stopped')",1
"('stopped', 'speeding')",1
"('speeding', 'murder')",1
"('found', 'glove')",1
"('glove', 'compartment')",1
"('compartment', 'car')",1
"('yearold', 'kelly')",1
"('kelly', 'elizabeth')",1
"('elizabeth', 'donovan')",1
"('donovan', 'senior')",1
"('senior', 'airman')",1
"('airman', 'stationed')",1
"('stationed', 'kelly')",1
"('kelly', 'air')",1
"('force', 'base')",1
"('base', 'san')",1
"('antonio', 'donovan')",1
"('donovan', 'abducted')",1
"('abducted', 'cruz')",1
"('cruz', 'codefendant')",1
"('jerry', 'daren')",1
"('daren', 'kemplin')",1
"('kemplin', 'left')",1
"('left', 'base')",1
"('base', 'talk')",1
"('talk', 'driven')",1
"('area', 'fm')",1
"('fm', 'western')",1
"('western', 'part')",1
"('part', 'county')",1
"('death', 'cruz')",1
"('cruz', 'kemplin')",1
"('kemplin', 'later')",1
"('police', 'decided')",1
"('decided', 'kill')",1
"('kill', 'donovan')",1
"('donovan', 'couldnt')",1
"('couldnt', 'testify')",1
"('testify', 'abduction')",1
"('rape', 'convicted')",1
"('august', 'stabbing')",1
"('james', 'louis')",1
"('louis', 'boots')",1
"('boots', 'inside')",1
"('home', 'jade')",1
"('dr', 'dallas')",1
"('dallas', 'roberson')",1
"('roberson', 'lived')",1
"('door', 'jade')",1
"('dr', 'also')",1
"('killed', 'lillian')",1
"('lillian', 'wallace')",1
"('wallace', 'boots')",1
"('boots', 'knife')",1
"('knife', 'burglarizing')",1
"('burglarizing', 'home')",1
"('home', 'assorted')",1
"('assorted', 'jewelry')",1
"('jewelry', 'roberson')",1
"('roberson', 'identified')",1
"('identified', 'fingerprints')",1
"('yearold', 'allen')",1
"('allen', 'bolden')",1
"('bolden', 'arlington')",1
"('arlington', 'bolden')",1
"('bolden', 'reported')",1
"('missing', 'person')",1
"('person', 'failed')",1
"('return', 'home')",1
"('home', 'fort')",1
"('worth', 'club')",1
"('club', 'worked')",1
"('worked', 'lifeguard')",1
"('lifeguard', 'two')",1
"('later', 'june')",1
"('june', 'soria')",1
"('soria', 'arrested')",1
"('arrested', 'yearold')",1
"('yearold', 'juvenile')",1
"('juvenile', 'codefendant')",1
"('codefendant', 'mike')",1
"('mike', 'lagunas')",1
"('lagunas', 'spotted')",1
"('driving', 'boldens')",1
"('boldens', 'fathers')",1
"('car', 'us')",1
"('us', 'highway')",1
"('highway', 'near')",1
"('near', 'del')",1
"('rio', 'police')",1
"('police', 'learned')",1
"('learned', 'bolden')",1
"('bolden', 'stabbed')",1
"('death', 'agreeing')",1
"('agreeing', 'give')",1
"('give', 'soria')",1
"('soria', 'lagunas')",1
"('lagunas', 'ride')",1
"('ride', 'boy')",1
"('boy', 'club')",1
"('club', 'fort')",1
"('worth', 'body')",1
"('found', 'watauga')",1
"('watauga', 'road')",1
"('road', 'yearold')",1
"('eva', 'marie')",1
"('marie', 'deforest')",1
"('deforest', 'two')",1
"('two', 'lynette')",1
"('lynette', 'huckabee')",1
"('huckabee', 'shared')",1
"('shared', 'apartment')",1
"('st', 'lubbock')",1
"('lubbock', 'tresses')",1
"('tresses', 'bound')",1
"('duct', 'lape')",1
"('lape', 'inside')",1
"('apartment', 'women')",1
"('women', 'tedly')",1
"('tedly', 'huckabee')",1
"('huckabee', 'reportedly')",1
"('reportedly', 'also')",1
"('stabbed', 'repea')",1
"('repea', 'suffered')",1
"('suffered', 'multiple')",1
"('back', 'raped')",1
"('raped', 'slashed')",1
"('slashed', 'deforest')",1
"('deforest', 'beaten')",1
"('beaten', 'face')",1
"('face', 'throat')",1
"('throat', 'throat')",1
"('cut', 'broken')",1
"('broken', 'times')",1
"('chest', 'joiner')",1
"('joiner', 'sticking')",1
"('sticking', 'chest')",1
"('chest', 'saw')",1
"('saw', 'two')",1
"('two', 'fe')",1
"('fe', 'door')",1
"('door', 'women')",1
"('women', 'lex')",1
"('lex', 'dis')",1
"('dis', 'comp')",1
"('comp', 'running')",1
"('running', 'telling')",1
"('telling', 'black')",1
"('black', 'men')",1
"('men', 'murdered')",1
"('murdered', 'women')",1
"('women', 'bodies')",1
"('found', 'covering')",1
"('covering', 'stories')",1
"('stories', 'icting')",1
"('icting', 'codefendants')",1
"('none', 'females')",1
"('females', 'te')",1
"('te', 'victims')",1
"('victims', 'two')",1
"('two', 'race')",1
"('race', 'wai')",1
"('wai', 'stabbed')",1
"('stabbed', 'found')",1
"('found', 'blade')",1
"('blade', 'police')",1
"('police', 'kniz')",1
"('kniz', 'told')",1
"('told', 'next')",1
"('next', 'lived')",1
"('apartment', 'arrested')",1
"('arrested', 'confl')",1
"('confl', 'police')",1
"('police', 'whi')",1
"('whi', 'convicted')",1
"('thejanuary', 'l')",1
"('michael', 'john')",1
"('john', 'phelanphelan')",1
"('phelanphelan', 'one')",1
"('one', 'offoul')",1
"('offoul', 'persons')",1
"('persons', 'shot')",1
"('robbery', 'ofa')",1
"('ofa', 'taco')",1
"('taco', 'bell')",1
"('bell', 'restaurant')",1
"('restaurant', 'lol')",1
"('lol', 'west')",1
"('west', 'aitport')",1
"('aitport', 'ereeway')",1
"('ereeway', 'irving')",1
"('irving', 'san')",1
"('san', 'migueland')",1
"('migueland', 'accomplicejerome')",1
"('accomplicejerome', 'mike')",1
"('mike', 'green')",1
"('green', 'parttime')",1
"('parttime', 'employeeofthe')",1
"('employeeofthe', 'restaurantforced')",1
"('restaurantforced', 'phelanthe')",1
"('phelanthe', 'restaurant')",1
"('restaurant', 'manageland')",1
"('manageland', 'employees')",1
"('employees', 'theresa')",1
"('theresa', 'fragaland')",1
"('fragaland', 'cousin')",1
"('cousin', 'erank')",1
"('erank', 'fraga')",1
"('fraga', 'walkin')",1
"('walkin', 'freezer')",1
"('freezer', 'taking')",1
"('taking', 'undisclosed')",1
"('cash', 'safe')",1
"('safe', 'trang')",1
"('trang', 'nyugen')",1
"('nyugen', 'friend')",1
"('friend', 'fragas')",1
"('fragas', 'wereseen')",1
"('wereseen', 'sitting')",1
"('sitting', 'vehicle')",1
"('vehicle', 'outside')",1
"('outside', 'therestaurant')",1
"('therestaurant', 'accomplices')",1
"('forced', 'freezer')",1
"('freezer', 'qther')",1
"('qther', 'three')",1
"('three', 'victimssan')",1
"('victimssan', 'miguel')",1
"('miguel', 'sholallfourat')",1
"('sholallfourat', 'close')",1
"('close', 'angeheandgreen')",1
"('angeheandgreen', 'werearrestedwhile')",1
"('werearrestedwhile', 'fleeing')",1
"('fleeing', 'thescene')",1
"('thescene', 'theresa')",1
"('theresa', 'wasseveralmonths')",1
"('wasseveralmonths', 'pregnantwhen')",1
"('pregnantwhen', 'killed')",1
"('convicted', 'themay')",1
"('themay', 'l')",1
"('l', 'robbing')",1
"('robbing', 'fatal')",1
"('yearold', 'bobby')",1
"('bobby', 'grant')",1
"('grant', 'lambert')",1
"('lambert', 'tucson')",1
"('tucson', 'arizona')",1
"('arizona', 'outside')",1
"('houston', 'supermarket')",1
"('supermarket', 'witness')",1
"('witness', 'testified')",1
"('testified', 'lambert')",1
"('lambert', 'safeway')",1
"('store', 'block')",1
"('block', 'north')",1
"('north', 'freeway')",1
"('freeway', 'graham')",1
"('graham', 'reached')",1
"('reached', 'lamberts')",1
"('lamberts', 'pockets')",1
"('pockets', 'shot')",1
"('shot', 'lambert')",1
"('lambert', 'pistol')",1
"('pistol', 'scuffled')",1
"('scuffled', 'lambert')",1
"('lambert', 'staggered')",1
"('staggered', 'back')",1
"('back', 'store')",1
"('store', 'died')",1
"('died', 'robbed')",1
"('robbed', 'change')",1
"('change', 'bill')",1
"('bill', 'even')",1
"('though', 'police')",1
"('found', 'bills')",1
"('bills', 'body')",1
"('body', 'testimony')",1
"('showed', 'graham')",1
"('graham', 'charged')",1
"('charged', 'separate')",1
"('separate', 'robberies')",1
"('robberies', 'suspected')",1
"('suspected', 'two')",1
"('two', 'shootings')",1
"('shootings', 'car')",1
"('car', 'thefts')",1
"('thefts', 'eight')",1
"('eight', 'robberies')",1
"('strangulation', 'slaying')",1
"('yearold', 'pauline')",1
"('pauline', 'crownover')",1
"('crownover', 'farris')",1
"('farris', 'plainview')",1
"('plainview', 'nuncio')",1
"('nuncio', 'broke')",1
"('home', 'beech')",1
"('beech', 'back')",1
"('door', 'beat')",1
"('beat', 'resident')",1
"('resident', 'sexually')",1
"('assaulting', 'strangling')",1
"('death', 'hands')",1
"('hands', 'stole')",1
"('stole', 'several')",1
"('two', 'television')",1
"('television', 'sets')",1
"('sets', 'stereo')",1
"('stereo', 'vcr')",1
"('vcr', 'several')",1
"('several', 'rings')",1
"('watch', 'nuncio')",1
"('nuncio', 'arrested')",1
"('later', 'selling')",1
"('selling', 'one')",1
"('stolen', 'televisions')",1
"('televisions', 'told')",1
"('police', 'broke')",1
"('home', 'order')",1
"('order', 'steal')",1
"('items', 'could')",1
"('could', 'sell')",1
"('sell', 'money')",1
"('money', 'buy')",1
"('drugs', 'convicted')",1
"('thejanuary', 'murderofjessecontrerasduring')",1
"('murderofjessecontrerasduring', 'armedrobbery')",1
"('armedrobbery', 'jesse')",1
"('jesse', 'tortilla')",1
"('tortilla', 'factory')",1
"('factory', 'websterinwaco')",1
"('websterinwaco', 'contreras')",1
"('contreras', 'shoin')",1
"('shoin', 'mouthand')",1
"('mouthand', 'chest')",1
"('pistol', 'thcrobbery')",1
"('thcrobbery', 'hedicdofhis')",1
"('hedicdofhis', 'wounds')",1
"('wounds', 'ata')",1
"('waco', 'lospital')",1
"('lospital', 'feb')",1
"('feb', 'convicted')",1
"('october', 'shotgun')",1
"('slayings', 'motherinlaw')",1
"('motherinlaw', 'yearold')",1
"('yearold', 'marsha')",1
"('marsha', 'yvonne')",1
"('yvonne', 'brock')",1
"('brock', 'yearold')",1
"('mother', 'sybil')",1
"('sybil', 'mares')",1
"('mares', 'dennis')",1
"('dennis', 'brocks')",1
"('home', 'whitehouse')",1
"('whitehouse', 'brock')",1
"('brock', 'nurse')",1
"('nurse', 'called')",1
"('called', 'home')",1
"('home', 'robinwood')",1
"('robinwood', 'screamed')",1
"('screamed', 'help')",1
"('help', 'mason')",1
"('mason', 'showed')",1
"('showed', 'brandishing')",1
"('brandishing', 'gauge')",1
"('head', 'close')",1
"('range', 'killings')",1
"('killings', 'apparently')",1
"('apparently', 'stemmed')",1
"('stemmed', 'masons')",1
"('masons', 'separation')",1
"('separation', 'brocks')",1
"('brocks', 'daughter')",1
"('earlier', 'police')",1
"('police', 'placed')",1
"('placed', 'brocks')",1
"('home', 'surveillance')",1
"('surveillance', 'reported')",1
"('reported', 'mason')",1
"('mason', 'threatened')",1
"('threatened', 'burn')",1
"('burn', 'convicted')",1
"('deaths', 'ofsix')",1
"('ofsix', 'peoplein')",1
"('peoplein', 'somerville')",1
"('somerville', 'killedwcre')",1
"('killedwcre', 'bobbie')",1
"('bobbie', 'davisher')",1
"('davisher', 'daughter')",1
"('daughter', 'nicoledavis')",1
"('nicoledavis', 'grandchildren')",1
"('grandchildren', 'de')",1
"('de', 'nitra')",1
"('nitra', 'davis')",1
"('davis', 'lea')",1
"('lea', 'lerin')",1
"('lerin', 'daviss')",1
"('daviss', 'brittany')",1
"('brittany', 'davis')",1
"('davis', 'also')",1
"('also', 'killedwas')",1
"('killedwas', 'yearold')",1
"('yearold', 'jason')",1
"('jason', 'davis')",1
"('davis', 'wasstabbed')",1
"('wasstabbed', 'dcath')",1
"('dcath', 'hecowered')",1
"('hecowered', 'beneath')",1
"('beneath', 'pillow')",1
"('pillow', 'alhisgrandmother')",1
"('alhisgrandmother', 'homc')",1
"('homc', 'theexccption')",1
"('theexccption', 'nicole')",1
"('nicole', 'cachvictim')",1
"('cachvictim', 'died')",1
"('died', 'multiplestab')",1
"('multiplestab', 'wounds')",1
"('wounds', 'nicolewas')",1
"('nicolewas', 'killed')",1
"('killed', 'five')",1
"('five', 'gunshots')",1
"('gunshots', 'thehead')",1
"('thehead', 'eollowing')",1
"('eollowing', 'thekillingstheelder')",1
"('thekillingstheelder', 'davis')",1
"('davis', 'homcwas')",1
"('homcwas', 'set')",1
"('set', 'alire')",1
"('alire', 'inan')",1
"('inan', 'cffort')",1
"('cffort', 'conceal')",1
"('conceal', 'urders')",1
"('urders', 'cartcrwho')",1
"('cartcrwho', 'recentlybeen')",1
"('recentlybeen', 'namedina')",1
"('namedina', 'palernity')",1
"('palernity', 'suit')",1
"('suit', 'filed')",1
"('filed', 'davisdaughterattended')",1
"('davisdaughterattended', 'funeralservices')",1
"('funeralservices', 'victims')",1
"('victims', 'wrappcd')",1
"('wrappcd', 'bandages')",1
"('bandages', 'severe')",1
"('severe', 'burns')",1
"('burns', 'apparently')",1
"('apparently', 'sulfered')",1
"('sulfered', 'inthe')",1
"('inthe', 'house')",1
"('fire', 'convicted')",1
"('convicted', 'intheseptember')",1
"('intheseptember', 'zabduction')",1
"('zabduction', 'slaying')",1
"('slaying', 'zycarold')",1
"('zycarold', 'lori')",1
"('lori', 'barrett')",1
"('barrett', 'abilene')",1
"('abilene', 'barrctt')",1
"('barrctt', 'reportedly')",1
"('apartment', 'avedafiter')",1
"('avedafiter', 'clayton')",1
"('clayton', 'managed')",1
"('managed', 'tobreak')",1
"('tobreak', 'bedroomwindow')",1
"('bedroomwindow', 'herbodytiedat')",1
"('herbodytiedat', 'thehandsandankles')",1
"('thehandsandankles', 'telephonc')",1
"('telephonc', 'cordand')",1
"('cordand', 'wrappedina')",1
"('wrappedina', 'blanketwas')",1
"('blanketwas', 'foundon')",1
"('foundon', 'sept')",1
"('sept', 'offthe')",1
"('offthe', 'side')",1
"('side', 'ofa')",1
"('ofa', 'rral')",1
"('rral', 'road')",1
"('road', 'three')",1
"('three', 'miles')",1
"('north', 'thejoneslaxlor')",1
"('thejoneslaxlor', 'county')",1
"('county', 'shehad')",1
"('shehad', 'becn')",1
"('becn', 'sholin')",1
"('sholin', 'theheadneckand')",1
"('theheadneckand', 'left')",1
"('left', 'shoulder')",1
"('shoulder', 'caliberrifle')",1
"('caliberrifle', 'clayton')",1
"('clayton', 'arrested')",1
"('arrested', 'connection')",1
"('connection', 'barretts')",1
"('barretts', 'disappearance')",1
"('disappearance', 'sept')",1
"('april', 'shotgun')",1
"('slaying', 'gary')",1
"('gary', 'michael')",1
"('michael', 'cox')",1
"('cox', 'owner')",1
"('owner', 'cox')",1
"('cox', 'feed')",1
"('feed', 'farm')",1
"('farm', 'supply')",1
"('supply', 'located')",1
"('located', 'two')",1
"('two', 'miles')",1
"('outside', 'springtown')",1
"('springtown', 'sh')",1
"('sh', 'cox')",1
"('cox', 'shot')",1
"('robbery', 'store')",1
"('store', 'netted')",1
"('netted', 'foster')",1
"('foster', 'apprehended')",1
"('apprehended', 'holding')",1
"('holding', 'seven')",1
"('seven', 'employees')",1
"('employees', 'citizen')",1
"('citizen', 'national')",1
"('bank', 'breckenridge')",1
"('breckenridge', 'hostage')",1
"('hostage', 'hours')",1
"('hours', 'foster')",1
"('foster', 'sentenced')",1
"('life', 'terms')",1
"('terms', 'aggravated')",1
"('charges', 'connection')",1
"('connection', 'hostage')",1
"('hostage', 'incident')",1
"('incident', 'august')",1
"('august', 'foster')",1
"('foster', 'accompanied')",1
"('accompanied', 'female')",1
"('female', 'inmate')",1
"('inmate', 'escaped')",1
"('escaped', 'stephens')",1
"('stephens', 'co')",1
"('jail', 'awaiting')",1
"('trial', 'kidnapping')",1
"('charges', 'police')",1
"('shot', 'tires')",1
"('tires', 'stolen')",1
"('driving', 'recaptured')",1
"('recaptured', 'near')",1
"('near', 'possum')",1
"('possum', 'kingdom')",1
"('kingdom', 'lake')",1
"('lake', 'august')",1
"('august', 'given')",1
"('sentence', 'palo')",1
"('palo', 'pinto')",1
"('pinto', 'county')",1
"('county', 'connection')",1
"('connection', 'escape')",1
"('escape', 'ricnardson')",1
"('ricnardson', 'convicted')",1
"('yearold', 'gerald')",1
"('gerald', 'abay')",1
"('abay', 'armed')",1
"('robbery', 'gusher')",1
"('gusher', 'liquor')",1
"('store', 'angus')",1
"('angus', 'texas')",1
"('texas', 'december')",1
"('december', 'richardson')",1
"('richardson', 'two')",1
"('men', 'picked')",1
"('picked', 'beer')",1
"('beer', 'pay')",1
"('pay', 'richardson')",1
"('richardson', 'pulled')",1
"('shot', 'abay')",1
"('abay', 'throat')",1
"('throat', 'chest')",1
"('chest', 'abay')",1
"('abay', 'corsicana')",1
"('corsicana', 'managed')",1
"('fire', 'several')",1
"('shots', 'suspects')",1
"('suspects', 'hit')",1
"('hit', 'richardson')",1
"('richardson', 'left')",1
"('left', 'hand')",1
"('hand', 'approximately')",1
"('taken', 'liquor')",1
"('register', 'abay')",1
"('abay', 'died')",1
"('died', 'hour')",1
"('shooting', 'richardson')",1
"('richardson', 'arrested')",1
"('next', 'afternoon')",1
"('afternoon', 'evading')",1
"('evading', 'authorities')",1
"('authorities', 'foot')",1
"('deaths', 'christian')",1
